Customer ID,Customer Age,Birth Year,Annual Income,Number of Kids,Number of Teens,Household Size,Customer Segment,Customer Join Date,First Purchase Date,Engagement Score,Engagement Tier,Monthly Web Visits,Promo Purchases,Web Purchases,Catalog Purchases,Store Purchases,Days Since Last Purchase,Campaign Accepted,Total_Spending,Avg Spend per Purchase,Lifetime_Spend,High Value Customer,Spend on Wine,Spend on Fruits,Spend on Meat,Spend on Fish,Spend on Sweets,Spend on Gold,Last_Campaign_Response,Engagement Category,Campaign3_Accepted,Campaign4_Accepted,Campaign5_Accepted,Campaign1_Accepted,Campaign2_Accepted,Customer_Complained,Contact_Cost,Revenue_Adjusted,Customer_Since_Converted,Days_As_Customer,Total_Purchases,Engagement_Rate,Education_Basic_1,Education_Graduation_1,Education_Master_1,Education_PhD_1,Marital_Status_Alone_1,Marital_Status_Divorced_1,Marital_Status_Married_1,Marital_Status_Single_1,Marital_Status_Together_1,Marital_Status_Widow_1,Marital_Status_YOLO_1
803,57,1968,40521,1,1,2,Low,2013-04-05,2013-04-05,9,Low,5,1,0,1,2,82,0,21,5.25,30,No,12,0,5,0,0,4,0,High,0,0,0,0,0,0,3,11,4367,4367,4,1,0,1,0,0,0,0,0,0,1,0,0
7196,75,1950,41145,1,1,2,Low,2014-02-08,2014-02-08,7,Low,3,1,0,0,3,20,0,13,3.25,20,No,9,0,3,0,0,1,0,Low,0,0,0,0,0,0,3,11,4058,4058,4,0,0,0,0,1,0,0,1,0,0,0,0
2166,65,1960,46779,1,1,2,Low,2013-07-12,2013-07-12,8,Low,4,1,0,1,2,55,0,23,5.75,31,No,12,1,3,0,0,7,0,Low,0,0,0,0,0,0,3,11,4269,4269,4,0,0,0,0,0,0,0,0,0,0,1,0
73,72,1953,51411,1,2,3,Low,2013-05-26,2013-05-26,9,Low,5,1,0,0,3,81,0,18,4.5,27,No,14,0,3,0,0,1,0,High,0,0,0,0,0,0,3,11,4316,4316,4,1,0,0,0,1,0,0,0,1,0,0,0
9283,47,1978,60199,1,2,3,Low,2013-09-12,2013-09-12,8,Low,4,1,0,0,3,49,0,18,4.5,26,No,8,1,7,2,0,0,0,Low,0,0,0,0,0,0,3,11,4207,4207,4,0,0,1,0,0,0,0,0,1,0,0,0
5555,50,1975,153924,0,0,0,Low,2014-02-07,2014-02-07,0,Low,0,0,0,0,0,81,0,6,inf,6,No,1,1,1,1,1,1,0,Low,0,0,0,0,0,0,3,11,4059,4059,0,0,0,1,0,0,0,1,0,0,0,0,0
11181,76,1949,156924,0,0,0,Low,2013-08-29,2013-08-29,0,Low,0,0,0,0,0,85,0,8,inf,8,No,2,1,2,1,1,1,0,Low,0,0,0,0,0,0,3,11,4221,4221,0,0,0,0,0,1,0,0,1,0,0,0,0
4931,48,1977,157146,0,0,0,High,2013-04-29,2013-04-29,29,High,1,0,0,28,0,13,0,1730,61.785714285714285,1759,Yes,1,0,1725,2,1,1,0,Low,0,0,0,0,0,0,3,11,4343,4343,28,0,0,1,0,0,0,0,0,0,1,0,0
8475,52,1973,157243,0,1,1,High,2014-03-01,2014-03-01,37,High,0,15,0,22,0,98,0,1608,43.45945945945946,1645,Yes,20,2,1582,1,2,1,0,Low,0,0,0,0,0,0,3,11,4037,4037,37,0,0,0,0,1,0,0,1,0,0,0,0
1501,43,1982,160803,0,0,0,High,2012-08-04,2012-08-04,44,High,0,15,0,28,1,21,0,1717,39.02272727272727,1761,Yes,55,16,1622,17,3,4,0,Low,0,0,0,0,0,0,3,11,4611,4611,44,0,0,0,0,1,0,0,1,0,0,0,0
1503,49,1976,162397,1,1,2,Low,2013-06-03,2013-06-03,2,Low,1,0,0,0,1,31,0,107,107.0,109,No,85,1,16,2,1,2,0,Low,0,0,0,0,0,0,3,11,4308,4308,1,0,0,0,0,1,0,0,0,0,1,0,0
1994,42,1983,51381,1,0,1,Low,2013-11-15,2013-11-15,11,Low,7,1,1,0,2,11,0,19,4.75,30,No,5,5,6,0,2,1,0,High,0,0,0,0,0,0,3,11,4143,4143,4,1,0,1,0,0,0,0,1,0,0,0,0
7281,66,1959,51381,0,0,0,Low,2013-11-05,2013-11-05,11,Low,2,1,1,3,4,80,0,186,20.666666666666668,197,No,81,11,50,3,2,39,0,Low,0,0,0,0,0,0,3,11,4153,4153,9,0,0,0,0,1,0,0,0,1,0,0,0
9235,68,1957,51381,1,1,2,Low,2014-05-27,2014-05-27,11,Low,7,1,1,0,2,45,0,18,4.5,29,No,7,0,8,2,0,1,0,High,0,0,0,0,0,0,3,11,3950,3950,4,1,0,1,0,0,0,0,0,1,0,0,0
2902,67,1958,51381,1,1,2,Low,2012-09-03,2012-09-03,10,Low,5,1,1,0,3,87,0,45,9.0,55,No,19,4,12,2,2,6,0,Low,0,0,0,0,0,0,3,11,4581,4581,5,0,0,1,0,0,0,0,0,0,1,0,0
4345,61,1964,51381,1,1,2,Low,2014-01-12,2014-01-12,11,Low,7,1,1,0,2,49,0,21,5.25,32,No,5,1,9,2,0,4,0,High,0,0,0,0,0,0,3,11,4085,4085,4,1,0,0,0,0,0,0,0,1,0,0,0
3769,53,1972,51381,1,0,1,Low,2014-03-02,2014-03-02,12,Low,7,1,1,0,3,17,0,42,8.4,54,No,25,1,13,0,0,3,0,High,0,0,0,0,0,0,3,11,4036,4036,5,1,0,0,0,1,0,0,0,0,1,0,0
9303,49,1976,5305,0,1,1,Low,2013-07-30,2013-07-30,14,Low,13,0,1,0,0,12,0,32,32.0,46,No,12,4,7,1,3,5,0,High,0,0,0,0,0,0,3,11,4251,4251,1,6,0,1,0,0,0,0,1,0,0,0,0
5899,75,1950,5648,1,1,2,Low,2014-03-13,2014-03-13,23,Medium,20,1,1,0,0,68,1,49,24.5,71,No,28,0,6,1,1,13,0,High,1,0,0,0,0,0,3,11,4025,4025,2,6,0,0,0,1,0,0,0,0,1,0,0
4246,43,1982,6560,0,0,0,Low,2013-12-12,2013-12-12,19,Medium,17,0,1,0,1,2,0,373,186.5,392,No,67,11,26,4,3,262,0,High,0,0,0,0,0,0,3,11,4116,4116,2,5,0,0,1,0,0,0,0,1,0,0,0
10710,46,1979,7500,0,1,1,Low,2012-08-29,2012-08-29,12,Low,8,1,1,0,2,61,0,18,4.5,30,No,5,2,3,3,0,5,0,High,0,0,0,0,0,0,3,11,4586,4586,4,1,0,1,0,0,0,0,1,0,0,0,0
451,36,1989,9255,1,0,1,Low,2013-12-20,2013-12-20,13,Low,8,1,1,1,2,91,0,22,4.4,35,No,9,0,7,2,0,4,0,High,0,0,0,0,0,0,3,11,4108,4108,5,1,0,1,0,0,0,0,0,1,0,0,0
5342,49,1976,9548,1,0,1,Low,2012-08-08,2012-08-08,14,Low,8,2,1,0,3,31,0,29,4.833333333333333,43,No,0,1,3,10,6,9,0,High,0,0,0,0,0,0,3,11,4607,4607,6,1,1,0,0,0,0,1,0,0,0,0,0
948,54,1971,10245,1,0,1,Low,2013-05-15,2013-05-15,13,Low,5,3,1,2,2,32,0,41,5.125,54,No,4,7,7,6,4,13,0,Low,0,0,0,0,0,0,3,11,4327,4327,8,0,0,1,0,0,0,0,0,1,0,0,0
5987,36,1989,10404,1,0,1,Low,2014-05-04,2014-05-04,12,Low,5,2,1,0,4,52,0,43,6.142857142857143,55,No,2,2,11,10,6,12,0,Low,0,0,0,0,0,0,3,11,3973,3973,7,0,0,0,0,0,0,0,0,0,1,0,0
10241,50,1975,11448,0,0,0,Low,2013-12-15,2013-12-15,10,Low,6,1,1,0,2,16,0,14,3.5,24,No,0,0,0,6,2,6,0,High,0,0,0,0,0,0,3,11,4113,4113,4,1,0,0,0,0,0,1,0,0,0,0,0
9316,73,1952,13084,0,0,0,Low,2013-11-02,2013-11-02,11,Low,6,1,1,0,3,29,0,29,5.8,40,No,2,0,7,3,7,10,0,High,0,0,0,0,0,0,3,11,4156,4156,5,1,1,0,0,0,0,0,0,0,1,0,0
4547,65,1960,13672,1,1,2,Low,2013-04-17,2013-04-17,14,Low,8,2,1,0,3,86,0,25,4.166666666666667,39,No,6,2,9,2,1,5,0,High,0,0,0,0,0,0,3,11,4355,4355,6,1,0,1,0,0,0,0,0,0,1,0,0
3436,56,1969,14045,1,0,1,Low,2014-01-26,2014-01-26,12,Low,7,1,1,0,3,24,0,20,4.0,32,No,11,0,5,2,1,1,0,High,0,0,0,0,0,0,3,11,4071,4071,5,1,0,1,0,0,0,0,1,0,0,0,0
193,29,1996,14421,0,0,0,Low,2014-02-17,2014-02-17,10,Low,5,1,1,0,2,81,1,16,4.0,25,No,0,0,2,3,3,8,0,High,1,0,0,0,0,0,3,11,4049,4049,4,1,1,0,0,0,0,0,1,0,0,0,0
8162,69,1956,14661,0,0,0,Low,2013-01-01,2013-01-01,11,Low,6,1,1,0,3,88,0,26,5.2,37,No,4,1,11,6,2,2,0,High,0,0,0,0,0,0,3,11,4461,4461,5,1,0,0,1,0,0,0,0,0,1,0,0
1241,41,1984,14796,1,0,1,Low,2012-09-17,2012-09-17,15,Medium,9,2,1,0,3,1,0,51,8.5,66,No,13,3,8,7,4,16,1,High,0,0,0,0,0,0,3,11,4567,4567,6,1,0,0,0,0,0,0,1,0,0,0,0
3850,62,1963,14918,0,1,1,Low,2012-12-07,2012-12-07,11,Low,6,1,1,0,3,52,0,43,8.6,54,No,3,3,3,15,4,15,0,High,0,0,0,0,0,0,3,11,4486,4486,5,1,1,0,0,0,0,0,0,0,1,0,0
9617,74,1951,15033,0,0,0,Low,2014-04-16,2014-04-16,8,Low,3,1,1,0,3,37,0,19,3.8,27,No,0,4,5,6,0,4,0,Low,0,0,0,0,0,0,3,11,3991,3991,5,0,0,1,0,0,0,0,0,1,0,0,0
7600,33,1992,15253,1,0,1,Low,2013-10-28,2013-10-28,13,Low,7,2,1,0,3,13,0,29,4.833333333333333,42,No,1,3,3,8,1,13,0,High,0,0,0,0,0,0,3,11,4161,4161,6,1,1,0,0,0,0,0,0,1,0,0,0
10264,46,1979,15287,1,0,1,Low,2012-10-10,2012-10-10,14,Low,7,2,1,1,2,60,1,31,5.166666666666667,44,No,1,2,8,4,3,13,1,High,1,0,0,0,0,0,3,11,4544,4544,6,1,0,1,0,0,0,1,0,0,0,0,0
234,46,1979,15287,1,0,1,Low,2012-10-10,2012-10-10,14,Low,7,2,1,1,2,60,1,31,5.166666666666667,44,No,1,2,8,4,3,13,1,High,1,0,0,0,0,0,3,11,4544,4544,6,1,0,1,0,0,0,1,0,0,0,0,0
6354,41,1984,15345,1,0,1,Low,2012-08-31,2012-08-31,14,Low,8,2,1,1,2,51,0,47,7.833333333333333,61,No,5,2,16,3,2,19,1,High,0,0,0,0,0,0,3,11,4584,4584,6,1,0,1,0,0,0,0,0,0,1,0,0
4808,69,1956,15759,0,0,0,Low,2013-09-05,2013-09-05,11,Low,7,1,1,0,2,12,0,17,4.25,28,No,1,2,5,6,0,3,0,High,0,0,0,0,0,0,3,11,4214,4214,4,1,0,1,0,0,0,0,1,0,0,0,0
6347,46,1979,15862,1,0,1,Low,2013-06-27,2013-06-27,13,Low,8,1,1,0,3,26,0,36,7.2,49,No,1,1,4,11,9,10,0,High,0,0,0,0,0,0,3,11,4284,4284,5,1,1,0,0,0,0,0,0,1,0,0,0
5394,46,1979,16014,1,1,2,Low,2013-03-17,2013-03-17,13,Low,3,4,1,1,4,42,0,38,3.8,51,No,3,9,4,7,8,7,0,Low,0,0,0,0,0,0,3,11,4386,4386,10,0,1,0,0,0,0,0,0,1,0,0,0
6646,41,1984,16529,1,0,1,Low,2014-03-01,2014-03-01,11,Low,6,1,1,0,3,23,0,22,4.4,33,No,3,0,5,13,0,1,0,High,0,0,0,0,0,0,3,11,4037,4037,5,1,0,1,0,0,0,0,0,0,1,0,0
4415,64,1961,16860,1,1,2,Low,2012-09-12,2012-09-12,15,Medium,7,3,1,1,3,19,0,38,4.75,53,No,10,4,4,3,3,14,0,Low,0,0,0,0,0,0,3,11,4572,4572,8,0,0,1,0,0,0,0,1,0,0,0,0
2569,38,1987,17323,0,0,0,Low,2012-10-10,2012-10-10,13,Low,8,1,1,0,3,38,0,46,9.2,59,No,3,14,17,6,1,5,0,High,0,0,0,0,0,0,3,11,4544,4544,5,1,0,1,0,0,0,0,1,0,0,0,0
6516,36,1989,17487,1,0,1,Low,2013-03-18,2013-03-18,11,Low,7,1,1,0,2,37,0,18,4.5,29,No,0,0,1,7,4,6,0,High,0,0,0,0,0,0,3,11,4385,4385,4,1,1,0,0,0,0,0,1,0,0,0,0
6742,46,1979,17688,1,0,1,Low,2013-01-13,2013-01-13,12,Low,8,1,1,0,2,82,0,11,2.75,23,No,2,2,1,3,1,2,0,High,0,0,0,0,0,1,3,11,4449,4449,4,1,0,1,0,0,0,0,1,0,0,0,0
10790,40,1985,18169,1,0,1,Low,2013-02-19,2013-02-19,12,Low,8,1,1,0,2,40,0,21,5.25,33,No,9,0,5,0,0,7,0,High,0,0,0,0,0,0,3,11,4412,4412,4,1,0,0,0,1,0,0,1,0,0,0,0
6528,43,1982,18492,1,0,1,Low,2014-06-05,2014-06-05,12,Low,8,1,1,0,2,75,0,10,2.5,22,No,2,2,2,2,1,1,0,High,0,0,0,0,0,0,3,11,3941,3941,4,1,0,0,1,0,0,0,0,0,1,0,0
10826,66,1959,18690,0,0,0,Low,2012-12-28,2012-12-28,13,Low,8,1,1,1,2,77,0,60,12.0,73,No,6,1,7,23,4,19,0,High,0,0,0,0,0,0,3,11,4465,4465,5,1,0,1,0,0,0,0,1,0,0,0,0
4086,66,1959,18690,0,0,0,Low,2012-12-28,2012-12-28,13,Low,8,1,1,1,2,77,0,60,12.0,73,No,6,1,7,23,4,19,0,High,0,0,0,0,0,0,3,11,4465,4465,5,1,0,1,0,0,0,0,1,0,0,0,0
10304,66,1959,18690,0,0,0,Low,2012-12-28,2012-12-28,13,Low,8,1,1,1,2,77,0,60,12.0,73,No,6,1,7,23,4,19,0,High,0,0,0,0,0,0,3,11,4465,4465,5,1,0,1,0,0,0,0,1,0,0,0,0
2253,35,1990,18929,0,0,0,Low,2013-02-16,2013-02-16,12,Low,6,1,1,0,4,15,0,85,14.166666666666666,97,No,32,0,8,23,4,18,0,Low,0,0,0,0,0,0,3,11,4415,4415,6,0,0,1,0,0,0,0,1,0,0,0,0
2326,35,1990,18929,0,0,0,Low,2013-02-16,2013-02-16,12,Low,6,1,1,0,4,15,0,85,14.166666666666666,97,No,32,0,8,23,4,18,0,Low,0,0,0,0,0,0,3,11,4415,4415,6,0,0,1,0,0,0,0,1,0,0,0,0
1876,35,1990,18929,0,0,0,Low,2013-02-16,2013-02-16,12,Low,6,1,1,0,4,15,0,85,14.166666666666666,97,No,32,0,8,23,4,18,0,Low,0,0,0,0,0,0,3,11,4415,4415,6,0,0,1,0,0,0,0,1,0,0,0,0
6682,52,1973,18978,1,0,1,Low,2012-12-11,2012-12-11,13,Low,8,1,1,0,3,41,0,37,7.4,50,No,2,8,1,4,7,15,0,High,0,0,0,0,0,0,3,11,4482,4482,5,1,1,0,0,0,0,0,1,0,0,0,0
4329,41,1984,18988,1,0,1,Low,2014-05-23,2014-05-23,13,Low,7,2,1,0,3,43,0,16,2.6666666666666665,29,No,6,0,6,2,1,1,0,High,0,0,0,0,0,0,3,11,3954,3954,6,1,0,0,0,1,0,0,1,0,0,0,0
5868,45,1980,19107,1,0,1,Low,2013-08-22,2013-08-22,13,Low,7,2,1,0,3,49,0,46,7.666666666666667,59,No,2,4,9,10,5,16,0,High,0,0,0,0,0,0,3,11,4228,4228,6,1,0,1,0,0,0,0,1,0,0,0,0
10432,51,1974,19346,1,0,1,Low,2014-01-30,2014-01-30,13,Low,8,1,1,0,3,26,0,22,4.4,35,No,2,0,9,3,6,2,0,High,0,0,0,0,0,0,3,11,4067,4067,5,1,0,1,0,0,0,1,0,0,0,0,0
3102,44,1981,19414,1,0,1,Low,2013-10-16,2013-10-16,13,Low,8,1,1,0,3,32,0,32,6.4,45,No,2,3,12,3,5,7,0,High,0,0,0,0,0,0,3,11,4173,4173,5,1,0,0,0,0,0,0,0,0,1,0,0
4259,39,1986,19485,2,0,2,Low,2013-09-24,2013-09-24,11,Low,7,1,1,0,2,80,0,10,2.5,21,No,6,0,4,0,0,0,0,High,0,0,0,0,0,0,3,11,4195,4195,4,1,0,0,1,0,0,0,0,1,0,0,0
8442,40,1985,19510,2,0,2,Low,2013-09-04,2013-09-04,13,Low,7,2,1,0,3,63,0,30,5.0,43,No,9,0,7,3,4,7,0,High,0,0,0,0,0,0,3,11,4215,4215,6,1,0,0,1,0,0,0,1,0,0,0,0
3536,65,1960,19740,0,1,1,Low,2013-03-24,2013-03-24,12,Low,5,2,1,1,3,65,0,55,7.857142857142857,67,No,7,11,3,10,4,20,0,Low,0,0,0,0,0,0,3,11,4379,4379,7,0,0,1,0,0,0,0,0,0,1,0,0
2106,51,1974,20130,0,0,0,Low,2014-03-17,2014-03-17,13,Low,8,1,1,0,3,99,0,34,6.8,47,No,0,6,3,7,6,12,0,High,0,0,0,0,0,0,3,11,4021,4021,5,1,0,0,0,0,0,0,1,0,0,0,0
